ISO|Code|Code2|Freq|Time|Value
A5M|CSCICP04|GPSA|M|2018M10|-0.02
A5M|CSCICP04|GPSA|M|2018M11|0.19
A5M|CSCICP04|GPSA|M|2018M12|0.06
A5M|CSCICP04|GPSA|M|2019M1|0.05
A5M|CSCICP04|GPSA|M|2019M2|0.2
A5M|CSCICP04|GPSA|M|2019M3|-0.16
A5M|CSCICP04|GPSA|M|2019M4|0.13
A5M|CSCICP04|GPSA|M|2019M5|-0.19
A5M|CSCICP04|GPSA|M|2019M6|0.18
A5M|CSCICP04|GPSA|M|2019M7|-0.15
A5M|CSCICP04|GPSA|M|2019M8|-0.2
A5M|CSCICP04|GPSA|M|2019M9|0.13
A5M|CSCICP04|GPSA|M|2019M10|0.03
A5M|CSCICP04|GPSA|M|2019M11|0.13
A5M|CSCICP04|GPSA|M|2019M12|0.18
A5M|CSCICP04|GPSA|M|2020M1|0.02
A5M|CSCICP04|GPSA|M|2020M2|-0.64
A5M|CSCICP04|GPSA|M|2020M3|-0.01
A5M|CSCICP04|GPSA|M|2020M4|-0.84
A5M|CSCICP04|GPSA|M|2020M5|0.05
A5M|CSCICP04|GPSA|M|2020M6|-0.06
A5M|CSCICP04|GPSA|M|2020M7|0.39
A5M|CSCICP04|GPSA|M|2020M8|-0.08
A5M|CSCICP04|GPSA|M|2020M9|0.31
A5M|CSCICP04|GPSA|M|2020M10|0.22
A5M|CSCICP04|GPSA|M|2020M11|0.36
A5M|CSCICP04|GPSA|M|2020M12|-0.29
A5M|CSCICP04|GPSA|M|2021M1|-0.03
AUS|CSCICP04|GPSA|M|1974M10|0
AUS|CSCICP04|GPSA|M|1974M11|0.09
AUS|CSCICP04|GPSA|M|1974M12|0
AUS|CSCICP04|GPSA|M|1975M1|0.73
AUS|CSCICP04|GPSA|M|1975M2|0.64
AUS|CSCICP04|GPSA|M|1975M3|0.63
AUS|CSCICP04|GPSA|M|1975M4|-0.27
AUS|CSCICP04|GPSA|M|1975M5|-0.27
AUS|CSCICP04|GPSA|M|1975M6|-0.36
AUS|CSCICP04|GPSA|M|1975M7|-0.09
AUS|CSCICP04|GPSA|M|1975M8|-0.09
AUS|CSCICP04|GPSA|M|1975M9|-0.09
AUS|CSCICP04|GPSA|M|1975M10|0.09
AUS|CSCICP04|GPSA|M|1975M11|0.09
AUS|CSCICP04|GPSA|M|1975M12|0.45
AUS|CSCICP04|GPSA|M|1976M1|0.54
AUS|CSCICP04|GPSA|M|1976M2|-0.36
AUS|CSCICP04|GPSA|M|1976M3|-0.27
AUS|CSCICP04|GPSA|M|1976M4|0.27
AUS|CSCICP04|GPSA|M|1976M5|-0.27
AUS|CSCICP04|GPSA|M|1976M6|0
AUS|CSCICP04|GPSA|M|1976M7|-0.09
AUS|CSCICP04|GPSA|M|1976M8|0.09
AUS|CSCICP04|GPSA|M|1976M9|0.09
AUS|CSCICP04|GPSA|M|1976M10|0.09
AUS|CSCICP04|GPSA|M|1976M11|-0.72
AUS|CSCICP04|GPSA|M|1976M12|0.18
AUS|CSCICP04|GPSA|M|1977M1|0.09
AUS|CSCICP04|GPSA|M|1977M2|-0.27
AUS|CSCICP04|GPSA|M|1977M3|-0.18
AUS|CSCICP04|GPSA|M|1977M4|0.27
AUS|CSCICP04|GPSA|M|1977M5|0.18
AUS|CSCICP04|GPSA|M|1977M6|0
AUS|CSCICP04|GPSA|M|1977M7|-0.45
AUS|CSCICP04|GPSA|M|1977M8|0.55
AUS|CSCICP04|GPSA|M|1977M9|0
AUS|CSCICP04|GPSA|M|1977M10|0
AUS|CSCICP04|GPSA|M|1977M11|0.36
AUS|CSCICP04|GPSA|M|1977M12|0.36
AUS|CSCICP04|GPSA|M|1978M1|0.27
AUS|CSCICP04|GPSA|M|1978M2|0.27
AUS|CSCICP04|GPSA|M|1978M3|-0.36
AUS|CSCICP04|GPSA|M|1978M4|-0.36
AUS|CSCICP04|GPSA|M|1978M5|-0.09
AUS|CSCICP04|GPSA|M|1978M6|-0.36
